what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253210949
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253213679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253217890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253220244
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253231508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253232501
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1350253233081
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350253237247
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1350253238343
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1350253239630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253239732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253241356
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253243851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253270478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350253291533
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253296304
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253372931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253379661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253384427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253419916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253433937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253478006
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253485037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253487481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253507421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253508133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253664176
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253668043
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253671678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253677242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253692656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253693730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253743028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253744679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253776194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253778719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253787982
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350253790099
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253802660
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253802849
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253813683
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253813683
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350253819140
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253827459
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253827638
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253836998
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253836998
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350253840794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253872087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253898850
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350253902980
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1350253916052
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1350253916111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253916438
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253920127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350253925325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253928924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253930476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253932489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253933901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253935334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253943395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253950670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253961150
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1350253963584
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1350253965797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350253966836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253970112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253971564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253974277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253980797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253983028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253993118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350253998310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254039045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254039383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254052059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350254064465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350254066150
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1350254069363
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254082987
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254084922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254086577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254089108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254090244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254092806
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254094346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254114388
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1350254189674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350254199764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254201665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254203830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254207144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254219229
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254221090
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254222290
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254228501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350254239032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254245647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254301235
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254328817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254385722
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350254411426
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254425494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254482735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254490286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254491979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254492804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254513005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254513508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254515028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254518704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254520567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350254524243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254526518
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254527704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254530789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254563575
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254566014
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254586753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350254590949
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254606972
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254608822
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254624636
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254628641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254637069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254638849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254641435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254647178
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350254662936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254666310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254667205
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254698003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254701695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254735474
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254741515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350254751859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350254756282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254758557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254759557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254763152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254775503
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254777980
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350254779845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350254803391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350255587903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350255590041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256476090
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1350256506553
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1350256506804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350256510460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256513036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256514002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256517815
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256523865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350256547457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256550172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256551212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256553042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256558472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256564748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256570420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256575044
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256582198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350256595114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256596364
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256597776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256606017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256609403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350256610003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256611592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256613165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256615107
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256616485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256619160
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256636989
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256643652
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256647740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256649411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256653899
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350256658702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256660075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256661321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256663288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256664055
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256667654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256679541
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350256687582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256689333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256690154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256691670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256721639
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1350256725454
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350256728530
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256730751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256731791
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256733394
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256744752
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350256746698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350256751808
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350256751935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350256754033
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1350256755853
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1350256756366
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350256760037
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350256765799
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256768172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256769079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256769778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256770790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256772343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256775218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256777874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256817835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256819333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256829372
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350256835298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350256841546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350256846398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350257183086
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1350257184610
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1350257184805
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1350257184979
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1350257185640
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1350257185835
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1350257186777
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1350257186924
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1350257187077
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1350257187221
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1350257187366
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1350257187585
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350257189880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350257193679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350257194560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350257196487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350257225021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350257243482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350257378567
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350257380778
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350257394545
